Row	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(SubSkills)	Opportunity(SubSkills)
67093	271x98q5smdq	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-2	EQFRAC2S020-16	1	SplitParts	2007-01-18 09:02:57.0	2007-01-18 09:03:07.0	2007-01-18 09:03:11.0	2007-01-18 09:03:11.0	14		14	0	1	0	1	Identify number of equal divisions on number line from desired denominator	30
67645	271x98q5smdq	Unit FRACTION-OPERATIONS-1, Section FRACTION-OPERATIONS-I-3	FRACOPS3S11-05	1	Fraction1:3	2007-02-01 08:28:52.0	2007-02-01 08:28:54.0	2007-02-01 08:28:54.0	2007-02-01 08:28:54.0	2	2		1	0	0	1		
68893	271x98q5smdq	Unit MIXED-IMPROPER-FRACTIONS, Section MIXED-IMPROPER-FACTIONS-2	EQFRAC-I-34	1	Fraction:FractionalPart2	2007-03-22 07:58:50.0	2007-03-22 07:58:52.0	2007-03-22 07:58:52.0	2007-03-22 07:58:52.0	2	2		1	0	0	1	Identify fractional part of improper fraction symbolically	28
69345	271y96uddu3n	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-1	PICTALG1AU242	1	FirstAnswer	2007-03-15 08:31:32.0	2007-03-15 08:31:35.0	2007-03-15 08:31:43.0	2007-03-15 08:31:43.0	11		11	0	1	0	1	Enter quantity from diagram by reading	49
69680	271y96uddu3n	Unit LCM, Section lcm-1	LCM-03-09	1	LCMCheckbox1:6	2007-03-29 07:54:18.0	2007-03-29 07:54:19.0	2007-03-29 07:54:20.0	2007-03-29 07:54:20.0	2		2	0	1	0	1	Identify number as common multiple	95
70191	271y96uddu3n	Unit GCF, Section gcf-2	GCF-C-12-45	1	FactorPairBox:2:2	2007-04-05 08:56:32.0	2007-04-05 08:56:38.0	2007-04-05 08:56:38.0	2007-04-05 08:56:38.0	6	6		1	0	0	1	List factor of large number	53
70590	271y96uddu3n	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-4	POG4W-52-0	1	HowManyPink	2007-04-19 08:33:03.0	2007-04-19 08:33:10.0	2007-04-19 08:33:10.0	2007-04-19 08:33:10.0	7	7		1	0	0	1	Identify number of desired items	12
74139	271y96uddu3n	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-2	POWS2C05	1	Exercise1:Item4:2	2007-05-03 09:33:33.0	2007-05-03 09:33:34.0	2007-05-03 09:33:34.0	2007-05-03 09:33:34.0	1	1		1	0	0	1		
75752	2711l993sfz5	Unit INTEGERS, Section INTEGERS-5	INTEGER5-178	1	RewriteExpression	2006-10-25 08:52:01.0	2006-10-25 08:52:13.0	2006-10-25 08:52:13.0	2006-10-25 08:52:13.0	12	12		1	0	0	1	Rewrite subtracting positive integer	5
75849	2711l993sfz5	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-3	INTDIV-106	1	FinalAnswer	2006-10-25 09:08:52.0	2006-10-25 09:09:09.0	2006-10-25 09:09:09.0	2006-10-25 09:09:09.0	17	17		1	0	0	1	simplify-fractions-sp	6
76353	2711l993sfz5	Unit PATTERN-MATCHING-SOLVING, Section PATTERN-MATCHING-3	DD075	1	R2C1	2006-11-08 09:08:20.0	2006-11-08 09:08:21.0	2006-11-08 09:08:21.0	2006-11-08 09:08:21.0	0.333	0.333		1	0	0	1		
76468	2711l993sfz5	Unit ORDER-OF-OPERATIONS, Section ORDER-OF-OPERATIONS-2	EG1 2+4*2	1	2+8	2006-11-29 08:41:22.0	2006-11-29 08:41:28.0	2006-11-29 08:41:28.0	2006-11-29 08:41:28.0	6	6		1	0	0	1	[SkillRule: Combine like terms, no var; CLT]	12
77023	2711l993sfz5	Unit PATTERNS-ONE-STEP, Section PATTERNS-ONE-STEP-3	DD134	1	R3C1	2007-01-03 09:14:35.0	2007-01-03 09:14:37.0	2007-01-03 09:14:37.0	2007-01-03 09:14:37.0	2	2		1	0	0	1		
77207	2711l993sfz5	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-5	Eg27 -y = -6	1	y = -6/-1	2007-01-10 08:54:50.0	2007-01-10 08:54:57.0	2007-01-10 08:54:57.0	2007-01-10 08:54:57.0	3.5	3.5		1	0	0	1		
77319	2711l993sfz5	Unit TWO-STEP-EQUATIONS, Section TWO-STEP-EQUATIONS-4	Eg41 10 = -8+y/7	1	18 = -8+y/7+8	2007-01-24 09:04:30.0	2007-01-24 09:04:38.0	2007-01-24 09:04:38.0	2007-01-24 09:04:38.0	8	8		1	0	0	1	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	31
77918	2711l993sfz5	Unit TWO-STEP-PROBLEM-SOLVING, Section TWO-STEP-PROBLEM-SOLVING-2	DD353	1	R7C2	2007-03-12 08:25:14.0	2007-03-12 08:25:48.0	2007-03-12 08:25:48.0	2007-03-12 08:25:48.0	34	34		1	0	0	1	Entering a given	440
78603	2711l993sfz5	Unit FIRST-QUAD-GRAPHING, Section FIRST-QUAD-GRAPHING-1	DD459	2	Series1AddPoint4	2007-05-14 08:40:21.0	2007-05-14 08:40:23.0	2007-05-14 08:40:23.0	2007-05-14 08:40:23.0	2	2		1	0	0	1		
78885	2711l993sfz5	Unit ANGLES-ANGLEPAIRS, Section ANGLES-ANGLEPAIRS-2	CLASSIFYOBJS-ANGPAIR-013	1	supplementary-angles-2	2007-05-16 09:21:05.0	2007-05-16 09:21:07.0	2007-05-16 09:21:07.0	2007-05-16 09:21:07.0	2	2		1	0	0	1		
79255	271298ya8t7m	Unit INTEGERS, Section INTEGERS-5	INTEGER5-027	1	RewriteExpression	2006-10-25 08:45:17.0	2006-10-25 08:45:27.0	2006-10-25 08:45:27.0	2006-10-25 08:45:27.0	10	10		1	0	0	1	Rewrite subtracting positive integer	6
79325	271298ya8t7m	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-3	EG75 -2*(-9)	1	-2*(-9)	2006-10-25 08:59:34.0	2006-10-25 08:59:39.0	2006-10-25 08:59:39.0	2006-10-25 08:59:39.0	5	5		1	0	0	1		
79805	271298ya8t7m	Unit PATTERN-MATCHING-SOLVING, Section PATTERN-MATCHING-3	DD039	1	R2C1	2006-11-01 09:11:10.0	2006-11-01 09:11:18.0	2006-11-01 09:11:18.0	2006-11-01 09:11:18.0	8	8		1	0	0	1	Identifying units	53
80011	271298ya8t7m	Unit ORDER-OF-OPERATIONS, Section ORDER-OF-OPERATIONS-2	EG2 6*8+8	1	6*8+8	2006-11-22 08:36:31.0	2006-11-22 08:36:53.0	2006-11-22 08:37:34.0	2006-11-22 08:37:34.0	63		63	0	1	0	1	[SkillRule: Select Multiply/Divide, nested; {MT; MT no fraction coeff}]	3
80681	271298ya8t7m	Unit PATTERNS-ONE-STEP, Section PATTERNS-ONE-STEP-3	DD157	1	R5C1	2006-12-06 08:34:15.0	2006-12-06 08:34:19.0	2006-12-06 08:35:46.0	2006-12-06 08:35:46.0	14		14	0	1	0	1	Find X, any form	94
80862	271298ya8t7m	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-7	Eg22 9 = x+(-5)	1	9+5 = x-5+5	2006-12-06 09:12:09.0	2006-12-06 09:12:14.0	2006-12-06 09:12:14.0	2006-12-06 09:12:14.0	5	5		1	0	0	1	[SkillRule: Consolidate vars, no coeff; CLT]	38
80870	271298ya8t7m	Unit PATTERNS-TWO-STEP, Section PATTERNS-TWO-STEP-1	DD188	1	R1C2	2006-12-06 09:13:10.0	2006-12-06 09:13:24.0	2006-12-06 09:13:24.0	2006-12-06 09:13:24.0	7	7		1	0	0	1		
80989	271298ya8t7m	Unit TWO-STEP-EQUATIONS, Section TWO-STEP-EQUATIONS-4	EG41 6+(y/-10) = -6	1	y/-10 = -6-6	2006-12-13 08:47:22.0	2006-12-13 08:47:29.0	2006-12-13 08:47:29.0	2006-12-13 08:47:29.0	7	7		1	0	0	1	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	29
81464	271298ya8t7m	Unit TWO-STEP-PROBLEM-SOLVING, Section TWO-STEP-PROBLEM-SOLVING-2	DD353	1	R2C2	2007-01-10 09:19:18.0	2007-01-10 09:19:53.0	2007-01-10 09:20:13.0	2007-01-10 09:20:13.0	55		55	0	1	0	1	Identifying units	161
82047	271298ya8t7m	Unit FIRST-QUAD-GRAPHING, Section FIRST-QUAD-GRAPHING-1	DD421	1	R4C2	2007-01-31 09:24:09.0	2007-01-31 09:24:49.0	2007-01-31 09:24:49.0	2007-01-31 09:24:49.0	40	40		1	0	0	1	Find Y, any form	376
82859	271298ya8t7m	Unit ANGLES-ANGLEPAIRS, Section ANGLES-ANGLEPAIRS-5	ANGMEAS-TRIANGLE-178	1	CalculateAngle3Measure	2007-03-12 12:30:23.0	2007-03-12 12:31:06.0	2007-03-12 12:31:06.0	2007-03-12 12:31:06.0	43	43		1	0	0	1	Find third angle of triangle	16
83066	27175h0ai21t	Unit INTEGERS, Section INTEGERS-5	INTEGER5-025	1	FirstAddend	2006-10-25 08:52:47.0	2006-10-25 08:52:54.0	2006-10-25 08:52:54.0	2006-10-25 08:52:54.0	7	7		1	0	0	1	Represent first integer on number line	41
83171	27175h0ai21t	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-3	EG73 6*(-7)	1	FinalAnswer	2006-10-25 09:08:09.0	2006-10-25 09:08:16.0	2006-10-25 09:08:16.0	2006-10-25 09:08:16.0	7	7		1	0	0	1	perform-mult-row2-sp	6
83555	27175h0ai21t	Unit PATTERN-MATCHING-SOLVING, Section PATTERN-MATCHING-3	DD077	1	R1C2	2006-11-01 08:52:14.0	2006-11-01 08:52:14.0	2006-11-01 08:52:14.0	2006-11-01 08:52:14.0	0	0		1	0	0	1		
83790	27175h0ai21t	Unit ORDER-OF-OPERATIONS, Section ORDER-OF-OPERATIONS-2	EG3 (10+9)*2	1	19*2	2006-11-01 09:19:31.0	2006-11-01 09:19:34.0	2006-11-01 09:19:34.0	2006-11-01 09:19:34.0	3	3		1	0	0	1	[SkillRule: Select Multiply; {MT; MT no fraction coeff}]	13
84267	27175h0ai21t	Unit PATTERNS-ONE-STEP, Section PATTERNS-ONE-STEP-3	DD132	1	R4C2	2006-11-29 09:12:15.0	2006-11-29 09:12:20.0	2006-11-29 09:12:20.0	2006-11-29 09:12:20.0	5	5		1	0	0	1	Find Y, any form	214
84627	27175h0ai21t	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-7	EG23 1 = 2x	1	1 = 2x	2006-12-06 09:00:36.0	2006-12-06 09:00:44.0	2006-12-06 09:00:44.0	2006-12-06 09:00:44.0	8	8		1	0	0	1	[SkillRule: Remove positive coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	9
84645	27175h0ai21t	Unit PATTERNS-TWO-STEP, Section PATTERNS-TWO-STEP-1	DD188	1	R1C2	2006-12-06 09:03:36.0	2006-12-06 09:04:37.0	2006-12-06 09:04:37.0	2006-12-06 09:04:37.0	30.5	30.5		1	0	0	1		
84724	27175h0ai21t	Unit TWO-STEP-EQUATIONS, Section TWO-STEP-EQUATIONS-4	Eg41 -3 = 2+y/6	1	-30 = Y/6*6	2006-12-06 09:29:18.0	2006-12-06 09:29:22.0	2006-12-06 09:29:22.0	2006-12-06 09:29:22.0	4	4		1	0	0	1	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	34
85328	27175h0ai21t	Unit TWO-STEP-PROBLEM-SOLVING, Section TWO-STEP-PROBLEM-SOLVING-3	DD336	1	R6C1	2007-01-10 08:38:35.0	2007-01-10 08:38:39.0	2007-01-10 08:38:39.0	2007-01-10 08:38:39.0	4	4		1	0	0	1	Entering a given	510
86160	27175h0ai21t	Unit FIRST-QUAD-GRAPHING, Section FIRST-QUAD-GRAPHING-1	DD456	1	Series1AddPoint5	2007-01-24 09:27:13.0	2007-01-24 09:27:15.0	2007-01-24 09:27:15.0	2007-01-24 09:27:15.0	2	2		1	0	0	1		
86570	27175h0ai21t	Unit ANGLES-ANGLEPAIRS, Section ANGLES-ANGLEPAIRS-3	ANGPAIR-CLASS-EXTRI-110	1	supplementary-angles-1	2007-01-31 09:20:37.0	2007-01-31 09:21:04.0	2007-01-31 09:21:04.0	2007-01-31 09:21:04.0	27	27		1	0	0	1		
86852	2717y42x1chj	Unit INTEGERS, Section INTEGERS-5	INTEGER5-108	1	SecondAddend	2006-10-25 08:41:52.0	2006-10-25 08:41:54.0	2006-10-25 08:41:54.0	2006-10-25 08:41:54.0	2	2		1	0	0	1	Represent second positive integer on number line as sum	11
86925	2717y42x1chj	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-3	EG74 -3*9	1	-3*9	2006-10-25 08:52:52.0	2006-10-25 08:52:57.0	2006-10-25 08:52:57.0	2006-10-25 08:52:57.0	5	5		1	0	0	1	[SkillRule: Select Multiply; {MT; MT no fraction coeff}]	6
87172	2717y42x1chj	Unit PATTERN-MATCHING-SOLVING, Section PATTERN-MATCHING-3	DD031	1	R1C1	2006-10-25 09:22:20.0	2006-10-25 09:22:20.0	2006-10-25 09:22:20.0	2006-10-25 09:22:20.0	0	0		1	0	0	1		
87428	2717y42x1chj	Unit ORDER-OF-OPERATIONS, Section ORDER-OF-OPERATIONS-2	EG3 (10+1)*2	1	FinalAnswer	2006-11-01 08:39:20.0	2006-11-01 08:39:24.0	2006-11-01 08:39:24.0	2006-11-01 08:39:33.0	8	8		1	0	0	2	perform-mult-row2-sp~~combine-like-terms-whole-sp	10~~3
88052	2717y42x1chj	Unit PATTERNS-ONE-STEP, Section PATTERNS-ONE-STEP-3	DD151	1	R3C1	2006-11-08 08:46:10.0	2006-11-08 08:46:11.0	2006-11-08 08:46:11.0	2006-11-08 08:46:11.0	1	1		1	0	0	1		
88283	2717y42x1chj	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-4	EG26 y/-9 = -2	1	y/-9*(-9) = -2*(-9)	2006-11-08 09:14:31.0	2006-11-08 09:14:35.0	2006-11-08 09:14:35.0	2006-11-08 09:14:35.0	4	4		1	0	0	1	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	1
88374	2717y42x1chj	Unit PATTERNS-TWO-STEP, Section PATTERNS-TWO-STEP-1	DD196	3	R6C1	2006-11-29 08:25:12.0	2006-11-29 08:25:34.0	2006-11-29 08:28:00.0	2006-11-29 08:28:00.0	157		157	0	9	1	1	Find X, any form	120
88510	2717y42x1chj	Unit TWO-STEP-EQUATIONS, Section TWO-STEP-EQUATIONS-3	Eg41 -3 = 2+x/3	1	-9 = 6+x	2006-11-29 08:57:28.0	2006-11-29 08:57:36.0	2006-11-29 08:57:36.0	2006-11-29 08:57:36.0	8	8		1	0	0	1	[SkillRule: Isolate positive; x+a=b, positive]	12
89798	2717y42x1chj	Unit TWO-STEP-PROBLEM-SOLVING, Section TWO-STEP-PROBLEM-SOLVING-3	DD308	1	R7C2	2007-01-10 08:41:41.0	2007-01-10 08:41:45.0	2007-01-10 08:41:45.0	2007-01-10 08:41:45.0	4	4		1	0	0	1	Entering a given	681
90764	2717y42x1chj	Unit FIRST-QUAD-GRAPHING, Section FIRST-QUAD-GRAPHING-1	DD422	1	R3C1	2007-01-24 09:02:40.0	2007-01-24 09:02:42.0	2007-01-24 09:02:42.0	2007-01-24 09:02:42.0	2	2		1	0	0	1		
91420	2717y42x1chj	Unit ANGLES-ANGLEPAIRS, Section ANGLES-ANGLEPAIRS-4	ANGPAIR-MEAS-127	1	Angle-measure-1	2007-01-31 09:17:44.0	2007-01-31 09:17:47.0	2007-01-31 09:17:47.0	2007-01-31 09:17:47.0	3	3		1	0	0	1	Find vertical angle	6
91519	2717y42x1chj	Unit TRIANGLES-QUADS-POLYS, Section TRIANGLES-QUADS-POLYS-1	CLASSIFYOBJS-TRIANGLE-001	1	acute-triangle-6	2007-03-12 07:26:50.0	2007-03-12 07:26:56.0	2007-03-12 07:27:42.0	2007-03-12 07:27:42.0	9		9	0	1	0	1		
91691	271hjrpxwibb	Unit INTEGERS, Section INTEGERS-6	EG65 12+(-19)	1	FinalAnswer	2006-10-25 08:55:10.0	2006-10-25 08:55:13.0	2006-10-25 08:55:13.0	2006-10-25 08:55:13.0	3	3		1	0	0	1	combine-like-terms-sp	2
91726	271hjrpxwibb	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-3	INTDIV-123	1	FinalAnswer	2006-10-25 09:00:42.0	2006-10-25 09:00:45.0	2006-10-25 09:00:45.0	2006-10-25 09:00:45.0	3	3		1	0	0	1	simplify-fractions-sp	5
92072	271hjrpxwibb	Unit PATTERN-MATCHING-SOLVING, Section PATTERN-MATCHING-2	DD050	1	R6C2	2006-10-27 08:52:29.0	2006-10-27 08:52:34.0	2006-10-27 08:52:34.0	2006-10-27 08:52:34.0	5	5		1	0	0	1	Find Y, any form	84
92358	271hjrpxwibb	Unit ORDER-OF-OPERATIONS, Section ORDER-OF-OPERATIONS-2	EG4 7(9+2)	1	7*11	2006-11-01 08:47:01.0	2006-11-01 08:47:04.0	2006-11-01 08:47:04.0	2006-11-01 08:47:04.0	3	3		1	0	0	1	[SkillRule: Select Multiply; {MT; MT no fraction coeff}]	13
92866	271hjrpxwibb	Unit PATTERNS-ONE-STEP, Section PATTERNS-ONE-STEP-3	DD116	1	R3C2	2006-11-08 09:16:57.0	2006-11-08 09:17:07.0	2006-11-08 09:17:07.0	2006-11-08 09:17:07.0	10	10		1	0	0	1	Write expression, any form	86
93284	271hjrpxwibb	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-7	EG22 2 = y+(-9)	1	11 = y-9+9	2006-12-06 08:39:44.0	2006-12-06 08:39:52.0	2006-12-06 08:39:52.0	2006-12-06 08:39:52.0	8	8		1	0	0	1	[SkillRule: Consolidate vars, no coeff; CLT]	27
93291	271hjrpxwibb	Unit PATTERNS-TWO-STEP, Section PATTERNS-TWO-STEP-1	DD188	1	R1C2	2006-12-06 08:40:37.0	2006-12-06 08:40:43.0	2006-12-06 08:40:43.0	2006-12-06 08:40:43.0	3	3		1	0	0	1		
93404	271hjrpxwibb	Unit TWO-STEP-EQUATIONS, Section TWO-STEP-EQUATIONS-4	Eg41 9+x/8 = 7	1	x/8*8 = -2*8	2006-12-06 09:22:18.0	2006-12-06 09:22:24.0	2006-12-06 09:22:24.0	2006-12-06 09:22:24.0	6	6		1	0	0	1	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	31
93765	271hjrpxwibb	Unit TWO-STEP-PROBLEM-SOLVING, Section TWO-STEP-PROBLEM-SOLVING-2	DD293	1	R4C1	2007-01-24 08:50:07.0	2007-01-24 08:51:06.0	2007-01-24 08:51:06.0	2007-01-24 08:51:06.0	59	59		1	0	0	1	Entering a given	455
94314	271hjrpxwibb	Unit FIRST-QUAD-GRAPHING, Section FIRST-QUAD-GRAPHING-1	DD459	1	R8C2	2007-03-12 13:02:48.0	2007-03-12 13:02:55.0	2007-03-12 13:02:55.0	2007-03-12 13:02:55.0	7	7		1	0	0	1	Entering a given	568
94829	271hjrpxwibb	Unit ANGLES-ANGLEPAIRS, Section ANGLES-ANGLEPAIRS-4	ANGPAIR-MEAS-098	1	Angle-measure-1	2007-03-21 07:45:04.0	2007-03-21 07:45:14.0	2007-03-21 07:45:14.0	2007-03-21 07:45:14.0	10	10		1	0	0	1	Find supplementary angle	8
95264	271ipstqsrzw	Unit INTEGERS, Section INTEGERS-5	INTEGER5-167	1	SecondAddend	2006-11-01 08:31:06.0	2006-11-01 08:31:11.0	2006-11-01 08:31:11.0	2006-11-01 08:31:11.0	5	5		1	0	0	1	Represent second positive integer on number line as sum	29
95356	271ipstqsrzw	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-3	EG74 -11*7	1	-11*7	2006-11-01 08:48:20.0	2006-11-01 08:48:26.0	2006-11-01 08:48:34.0	2006-11-01 08:48:34.0	14		14	0	1	0	1	[SkillRule: Select Multiply; {MT; MT no fraction coeff}]	6
95949	271ipstqsrzw	Unit PATTERN-MATCHING-SOLVING, Section PATTERN-MATCHING-3	DD037	1	R2C2	2006-11-22 09:20:01.0	2006-11-22 09:20:08.0	2006-11-22 09:20:08.0	2006-11-22 09:20:08.0	7	7		1	0	0	1	Identifying units	73
96062	271ipstqsrzw	Unit ORDER-OF-OPERATIONS, Section ORDER-OF-OPERATIONS-2	EG2 7*9+4	1	63+4	2006-11-29 08:37:22.0	2006-11-29 08:37:27.0	2006-11-29 08:37:27.0	2006-11-29 08:37:27.0	5	5		1	0	0	1	[SkillRule: Combine like terms, no var; CLT]	16
96576	271ipstqsrzw	Unit PATTERNS-ONE-STEP, Section PATTERNS-ONE-STEP-2	DD127	1	R7C1	2006-12-13 08:40:25.0	2006-12-13 08:40:29.0	2006-12-13 08:40:35.0	2006-12-13 08:40:35.0	10		10	0	1	0	1	Entering a given	300
97098	271ipstqsrzw	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-3	EG23 7y = -7	1	y = -7/7	2007-01-08 09:28:47.0	2007-01-08 09:28:59.0	2007-01-08 09:28:59.0	2007-01-08 09:28:59.0	6	6		1	0	0	1		
97522	271ipstqsrzw	Unit TWO-STEP-EQUATIONS, Section TWO-STEP-EQUATIONS-4	Eg41 3+(x/-10) = 4	1	3+(x/-10)-3 = 4-3	2007-01-31 08:51:53.0	2007-01-31 08:52:02.0	2007-01-31 08:52:02.0	2007-01-31 08:52:02.0	9	9		1	0	0	1	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	66
98883	271ipstqsrzw	Unit TWO-STEP-PROBLEM-SOLVING, Section TWO-STEP-PROBLEM-SOLVING-3	DD398	1	R7C2	2007-05-02 08:57:20.0	2007-05-02 08:57:26.0	2007-05-02 08:57:26.0	2007-05-02 08:57:26.0	6	6		1	0	0	1	Entering a given	708
99635	271ipstqsrzw	Unit FIRST-QUAD-GRAPHING, Section FIRST-QUAD-GRAPHING-1	DD449	1	R7C1	2007-05-23 09:11:32.0	2007-05-23 09:11:38.0	2007-05-23 09:11:38.0	2007-05-23 09:11:38.0	6	6		1	0	0	1	Entering a given	839
99694	271ipstqsrzw	Unit ANGLES-ANGLEPAIRS, Section ANGLES-ANGLEPAIRS-1	ANGMEAS-ANGLE-034	1	ClassifyAngle	2007-05-23 09:23:40.0	2007-05-23 09:23:46.0	2007-05-23 09:23:46.0	2007-05-23 09:23:46.0	6	6		1	0	0	1	Identify obtuse angle	1
99863	271kg7te80to	Unit INTEGERS, Section INTEGERS-5	INTEGER5-084	1	SecondAddend	2006-10-25 09:01:24.0	2006-10-25 09:01:31.0	2006-10-25 09:01:31.0	2006-10-25 09:01:31.0	7	7		1	0	0	1	Represent second positive integer on number line as difference	17
100023	271kg7te80to	Unit INTEGER-MULTDIV, Section INTEGER-MULTDIV-3	INTDIV-003	1	FinalAnswer	2006-11-01 08:30:07.0	2006-11-01 08:30:09.0	2006-11-01 08:30:09.0	2006-11-01 08:30:09.0	2	2		1	0	0	1	simplify-fractions-sp	8
100033	271kg7te80to	Unit EXPONENTS, Section EXPONENTS-1	EXPONENT1-001	1	GeneralHelpGoalNode	2006-11-01 08:32:07.0	2006-11-01 08:32:14.0		2006-11-01 08:32:14.0	7		7	0	0	0	0		
100441	271kg7te80to	Unit PATTERN-MATCHING-SOLVING, Section PATTERN-MATCHING-2	DD069	1	R4C2	2006-11-08 08:51:30.0	2006-11-08 08:53:10.0	2006-11-08 08:53:57.0	2006-11-08 08:53:57.0	139		139	0	4	1	1	Find Y, any form	99
100784	271kg7te80to	Unit ORDER-OF-OPERATIONS, Section ORDER-OF-OPERATIONS-2	EG1 5+5*1	1	FinalAnswer	2006-11-29 08:29:00.0	2006-11-29 08:29:11.0	2006-11-29 08:29:11.0	2006-11-29 08:29:29.0	13	13		1	0	0	2	combine-like-terms-sp~~perform-mult-whole-sp	11~~2
101470	271kg7te80to	Unit PATTERNS-ONE-STEP, Section PATTERNS-ONE-STEP-3	DD116	1	R2C1	2006-12-06 08:55:56.0	2006-12-06 08:56:02.0	2006-12-06 08:56:02.0	2006-12-06 08:56:02.0	6	6		1	0	0	1	Identifying units	137
101706	271kg7te80to	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-7	EG22 -3+y = 0	1	-3+y = 0	2006-12-13 08:42:48.0	2006-12-13 08:43:18.0	2006-12-13 08:43:31.0	2006-12-13 08:43:31.0	43		43	0	1	0	1	[SkillRule: Isolate negative; x+a=b, negative]	11
101734	271kg7te80to	Unit PATTERNS-TWO-STEP, Section PATTERNS-TWO-STEP-1	DD188	1	R1C2	2006-12-13 08:49:10.0	2006-12-13 08:49:31.0	2006-12-13 08:49:31.0	2006-12-13 08:49:31.0	10.5	10.5		1	0	0	1		
101848	271kg7te80to	Unit TWO-STEP-EQUATIONS, Section TWO-STEP-EQUATIONS-4	EG41 -3+x/7 = -1	1	x/7 = 2	2006-12-18 09:26:54.0	2006-12-18 09:27:00.0	2006-12-18 09:27:00.0	2006-12-18 09:27:00.0	6	6		1	0	0	1	[SkillRule: Remove positive coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	20
102788	271kg7te80to	Unit TWO-STEP-PROBLEM-SOLVING, Section TWO-STEP-PROBLEM-SOLVING-3	DD395	1	R2C1	2007-02-19 08:38:57.0	2007-02-19 08:39:06.0	2007-02-19 08:39:06.0	2007-02-19 08:39:06.0	9	9		1	0	0	1	Identifying units	212
103654	271kg7te80to	Unit FIRST-QUAD-GRAPHING, Section FIRST-QUAD-GRAPHING-1	DD455	1	R2C2	2007-03-21 08:08:48.0	2007-03-21 08:08:48.0	2007-03-21 08:08:48.0	2007-03-21 08:08:48.0	0	0		1	0	0	1		
104485	271kg7te80to	Unit ANGLES-ANGLEPAIRS, Section ANGLES-ANGLEPAIRS-4	ANGPAIR-MEAS-150	1	Angle-relation-1	2007-05-02 08:43:11.0	2007-05-02 08:43:34.0	2007-05-02 08:43:34.0	2007-05-02 08:43:34.0	23	23		1	0	0	1	Identify angles as supplementary	11
104742	271ovyeoaomo	Unit INTEGERS, Section INTEGERS-4	INTEGER5-055	1	SecondAddend	2006-10-27 08:50:32.0	2006-10-27 08:50:35.0	2006-10-27 08:50:35.0	2006-10-27 08:50:35.0	3	3		1	0	0	1	Represent second positive integer on number line as difference	15
